G/H/Y/TRGHYKU128F92F894F,129.99567
G/H/Y/TRGHYKU128F92F894F,129.99567
G/K/O/TRGKOKE12903CC042B,128.9311
V/P/E/TRVPENC128F42B7987,145.05736
X/V/I/TRXVIFS128F428CDD8,116.037994
T/P/W/TRTPWUS12903D088F3,127.98483
C/E/I/TRCEIPR128F92DE23B,82.01122
F/T/N/TRFTNRC128F149BDA9,127.98483
T/X/F/TRTXFEC128F42530AC,126.0134
Z/J/B/TRZJBNC128F4291BBD,127.98483
T/T/Y/TRTTYTJ128F933FD8E,109.69001
S/U/O/TRSUOWP128F93499B1,127.98483
T/T/L/TRTTLJM128F149EE44,99.754036
L/F/U/TRLFUPB12903CB2B5A,129.99567
V/P/M/TRVPMAE128F9334013,130.94196
U/K/X/TRUKXGJ12903CC186D,125.973976
R/F/T/TRRFTDQ128E0786630,111.148865
M/Y/V/TRMYVGX128F147DC59,122.898544
M/V/P/TRMVPKC128F4279C11,125.65855
N/V/D/TRNVDGN128F92EC6F2,130.82368
P/O/U/TRPOUJZ128F425DB58,68.05354
W/Q/Q/TRWQQZA128F9326D4D,113.120285
G/J/O/TRGJOKF128F92E583C,82.01122
E/D/R/TREDRNA128F932EF15,127.15682
V/Y/J/TRVYJRW128F4276648,69.15754
I/I/Y/TRIIYMD128F9325C3F,124.081406
N/T/Q/TRNTQJR128F148BF57,106.10202
Q/O/B/TRQOBTK128F92EF605,127.708824
Y/N/K/TRYNKIA128F92EE026,124.00254
G/Q/F/TRGQFAB128F4259E7C,102.040886
B/O/S/TRBOSLI128F9315128,126.99911
J/K/L/TRJKLME128F92FB8BB,113.041435
C/G/J/TRCGJWH12903CBE41C,111.148865
Q/G/R/TRQGRST128F429E937,69.867256
Y/M/B/TRYMBOH128F42956FE,130.0351
E/C/C/TRECCOP128F42B5CF6,124.00254
I/A/Y/TRIAYBJ128E0799A5B,121.04542
W/E/I/TRWEINZ128F4271C7B,98.01918
L/N/R/TRLNROF128F9334674,129.99567
F/P/L/TRFPLQA128F42316A5,145.96422
J/P/M/TRJPMBR12903CF527D,124.00254
E/P/B/TREPBYM128F42B44A6,121.9917
