0,0
5061,132
5881,149
7217,128
10359,134
10981,125
11077,100
11194,140
14344,135
14720,128
16484,92
17025,130
18975,128
19613,127
19805,136
19936,138
23309,140
25185,128
25702,130
25703,130
26737,136
29912,129
30278,126
32715,130
33583,124
33846,128
33961,133
35645,138
37745,142
37779,138
40030,127
40643,128
40875,132
41267,95
41907,134
42234,131
45212,122
49242,121
49721,130
50823,125
51220,97
51936,125
54925,116
55659,128
58167,130
58226,90
58581,132
60661,120
61578,134
61846,128
62141,138
63014,128
63618,128
65102,90
65778,126
66070,144
68370,126
69040,116
74680,130
76914,110
77806,126
80643,129
84098,118
84522,97
90839,144
95799,129
99805,132
99806,129
100066,115
103857,109
108844,135
110504,129
119077,104
119467,92
125918,120
131427,120
132143,128
134948,142
135302,92
138819,165
139755,137
144851,134
150864,135
155879,122
159301,135
167955,100
168304,128
168450,144
174074,104
175197,129
178137,127
178770,128
180779,134
180831,74
181659,133
188000,144
188616,107
189045,128
189424,157
190162,124
190288,125
193072,132
196477,124
197434,131
200573,134
200766,131
203541,86
206180,157
206648,124
209357,87
209475,145
217855,140
218890,98
218955,128
219078,110
221206,120
224078,127
224256,145
225388,93
226990,130
239698,140
239972,128
245736,169
246613,120
251655,86
255261,134
255895,130
257025,128
269382,133
273439,135
273553,131
277229,125
277874,146
282105,140
283467,127
287952,140
289631,144
290580,128
291094,127
292281,181
292564,122
292730,125
293203,104
307186,128
307425,72
312995,142
315480,126
316031,139
323868,131
326117,136
328299,134
330141,130
331595,120
332026,133
333831,135
335862,129
349463,124
350773,129
356905,128
358893,128
367369,129
371036,79
373434,130
384265,87
384364,133
385707,128
386088,140
388664,140
392321,150
396112,94
400929,93
401815,122
402978,87
408635,126
410637,144
431138,125
431805,144
432966,127
435271,135
441969,132
443912,140
446875,127
450431,126
451169,170
457131,130
460731,91
461880,135
466208,84
470136,95
471711,145
482720,124
486117,140
486395,142
487971,90
489351,78
489613,85
491529,100
495613,128
497517,111
501476,85
501562,140
503690,128
508703,130
512956,141
515806,164
521598,128
522851,128
528454,123
533963,145
536497,123
542315,125
542876,86
558054,124
561086,116
563669,130
574098,132
574896,125
575766,138
578325,121
580557,133
585098,128
588558,174
588879,150
598701,138
601207,93
603802,107
605407,128
608572,120
608703,128
611801,147
611928,126
611933,140
616128,126
616415,128
617609,91
628368,133
628617,124
633283,135
635716,128
638337,92
638879,124
643172,144
645331,125
645959,130
650084,131
650341,128
650371,125
650505,146
650820,155
654335,133
656533,127
657010,130
673637,143
675299,130
680345,170
681908,138
682387,125
685481,140
686686,144
687183,125
687544,68
691545,126
691843,128
693512,136
694157,126
694280,122
695589,126
696806,116
697443,126
700076,128
707425,140
707851,132
710106,87
712848,126
